[0.45, -0.4, 1.1] [0.0, 0.0, 0.0, 1.0] [0.47893816059332317, -0.4087004620684806, 1.1091403974639644] [-0.0014794103164969465, -0.0055954175518749885, -0.00046356432011002147, -0.9999831437357616] 4270530000000
[0.45, -0.4, 1.1] [0.0, 0.0, 0.0, 1.0] [0.47893816059332317, -0.4087004620684806, 1.1091403974639644] [-0.0014794103164969465, -0.0055954175518749885, -0.00046356432011002147, -0.9999831437357616] 4270530000000
[0.45, -0.4, 1.1] [0.0, 0.0, 0.0, 1.0] [0.47893816059332317, -0.4087004620684806, 1.1091403974639644] [-0.0014794103164969465, -0.0055954175518749885, -0.00046356432011002147, -0.9999831437357616] 4270540000000
[0.45, -0.4, 1.1] [0.0, 0.0, 0.0, 1.0] [0.4787849883291143, -0.4086571606584175, 1.1090993553589048] [-0.001473531916500678, -0.005563181188657522, -0.00045991257244593076, -0.9999833339607114] 4270550000000
[0.45, -0.4, 1.1] [0.0, 0.0, 0.0, 1.0] [0.4787849883291143, -0.4086571606584175, 1.1090993553589048] [-0.001473531916500678, -0.005563181188657522, -0.00045991257244593076, -0.9999833339607114] 4270560000000
[0.45, -0.4, 1.1] [0.0, 0.0, 0.0, 1.0] [0.47863134048497313, -0.4086137413357331, 1.109058364508935] [-0.0014676564035523488, -0.0055309481096790045, -0.00045610130005028365, -0.9999835231489033] 4270570000000
[0.45, -0.4, 1.1] [0.0, 0.0, 0.0, 1.0] [0.47863134048497313, -0.4086137413357331, 1.109058364508935] [-0.0014676564035523488, -0.0055309481096790045, -0.00045610130005028365, -0.9999835231489033] 4270580000000
[0.45, -0.4, 1.1] [0.0, 0.0, 0.0, 1.0] [0.4784619281384597, -0.4085656846364271, 1.109013335012795] [-0.001461193035556148, -0.00549549716120492, -0.00045192468875104863, -0.9999837299626128] 4270590000000
[0.45, -0.4, 1.1] [0.0, 0.0, 0.0, 1.0] [0.4784619281384597, -0.4085656846364271, 1.109013335012795] [-0.001461193035556148, -0.00549549716120492, -0.00045192468875104863, -0.9999837299626128] 4270600000000
[0.45, -0.4, 1.1] [0.0, 0.0, 0.0, 1.0] [0.4783230129793764, -0.40852613674327387, 1.1089765409663617] [-0.0014559061759337635, -0.005466497514578418, -0.00044851556894028727, -0.9999838981583226] 4270610000000
[0.45, -0.4, 1.1] [0.0, 0.0, 0.0, 1.0] [0.4783230129793764, -0.40852613674327387, 1.1089765409663617] [-0.0014559061759337635, -0.005466497514578418, -0.00044851556894028727, -0.9999838981583226] 4270620000000
[0.45, -0.4, 1.1] [0.0, 0.0, 0.0, 1.0] [0.4781683459304376, -0.4084819572417783, 1.1089357108954112] [-0.0014500338096922294, -0.005434282593040985, -0.00044473518137286283, -0.9999840839659742] 4270630000000
[0.45, -0.4, 1.1] [0.0, 0.0, 0.0, 1.0] [0.4781683459304376, -0.4084819572417783, 1.1089357108954112] [-0.0014500338096922294, -0.005434282593040985, -0.00044473518137286283, -0.9999840839659742] 4270640000000
[0.45, -0.4, 1.1] [0.0, 0.0, 0.0, 1.0] [0.4780288640831996, -0.40844198628342726, 1.1088990117548214] [-0.0014447509633048147, -0.005405295842231183, -0.00044133869488152677, -0.9999842502218061] 4270650000000
[0.45, -0.4, 1.1] [0.0, 0.0, 0.0, 1.0] [0.4780288640831996, -0.40844198628342726, 1.1088990117548214] [-0.0014447509633048147, -0.005405295842231183, -0.00044133869488152677, -0.9999842502218061] 4270660000000
[0.45, -0.4, 1.1] [0.0, 0.0, 0.0, 1.0] [0.47785802884979234, -0.40839286980064365, 1.108854220063236] [-0.001438297742184953, -0.0053698767787812894, -0.00043719341348667784, -0.9999844521715848] 4270670000000
[0.45, -0.4, 1.1] [0.0, 0.0, 0.0, 1.0] [0.47785802884979234, -0.40839286980064365, 1.108854220063236] [-0.001438297742184953, -0.0053698767787812894, -0.00043719341348667784, -0.9999844521715848] 4270680000000
[0.45, -0.4, 1.1] [0.0, 0.0, 0.0, 1.0] [0.47770226357912243, -0.40834811840434543, 1.1088135613224883] [-0.0014324359624393517, -0.005337686987934494, -0.00043327747778840187, -0.9999846346296826] 4270690000000
[0.45, -0.4, 1.1] [0.0, 0.0, 0.0, 1.0] [0.47770226357912243, -0.40834811840434543, 1.1088135613224883] [-0.0014324359624393517, -0.005337686987934494, -0.00043327747778840187, -0.9999846346296826] 4270700000000
[0.45, -0.4, 1.1] [0.0, 0.0, 0.0, 1.0] [0.4775463098039071, -0.4083029919089678, 1.1087729618201356] [-0.0014265758845941686, -0.005305508802865422, -0.000429535219152323, -0.9999848158632632] 4270710000000
[0.45, -0.4, 1.1] [0.0, 0.0, 0.0, 1.0] [0.4775463098039071, -0.4083029919089678, 1.1087729618201356] [-0.0014265758845941686, -0.005305508802865422, -0.000429535219152323, -0.9999848158632632] 4270720000000
[0.45, -0.4, 1.1] [0.0, 0.0, 0.0, 1.0] [0.4773899244833277, -0.4082577826498524, 1.1087324228556141] [-0.0014207226447856872, -0.005273342468996643, -0.00042563943307095953, -0.9999849960061619] 4270730000000
[0.45, -0.4, 1.1] [0.0, 0.0, 0.0, 1.0] [0.4773899244833277, -0.4082577826498524, 1.1087324228556141] [-0.0014207226447856872, -0.005273342468996643, -0.00042563943307095953, -0.9999849960061619] 4270740000000
[0.45, -0.4, 1.1] [0.0, 0.0, 0.0, 1.0] [0.47723334675458307, -0.4082121935400973, 1.1086919443503054] [-0.00141487626964677, -0.0052411894978494815, -0.0004219221266306347, -0.9999851749098619] 4270750000000
[0.45, -0.4, 1.1] [0.0, 0.0, 0.0, 1.0] [0.47721768811432097, -0.40820763796068077, 1.1086879011641262] [-0.0014142876618540865, -0.005237975050448834, -0.00042154258485269797, -0.9999851927451874] 4270760000000
[0.45, -0.4, 1.1] [0.0, 0.0, 0.0, 1.0] [0.47721768811432097, -0.40820763796068077, 1.1086879011641262] [-0.0014142876618540865, -0.005237975050448834, -0.00042154258485269797, -0.9999851927451874] 4270770000000
[0.45, -0.4, 1.1] [0.0, 0.0, 0.0, 1.0] [0.4769978358003289, -0.40814358353763064, 1.1086313472324654] [-0.00140610884394767, -0.005192986344406924, -0.0004161897501660308, -0.9999854411624394] 4270780000000
[0.45, -0.4, 1.1] [0.0, 0.0, 0.0, 1.0] [0.4769978358003289, -0.40814358353763064, 1.1086313472324654] [-0.00140610884394767, -0.005192986344406924, -0.0004161897501660308, -0.9999854411624394] 4270790000000
[0.45, -0.4, 1.1] [0.0, 0.0, 0.0, 1.0] [0.4768404153105614, -0.4080976183894793, 1.1085910285108092] [-0.0014002742873817958, -0.0051608698877886, -0.0004123381549648447, -0.9999856172121516] 4270802000000
[0.45, -0.4, 1.1] [0.0, 0.0, 0.0, 1.0] [0.4768404153105614, -0.4080976183894793, 1.1085910285108092] [-0.0014002742873817958, -0.0051608698877886, -0.0004123381549648447, -0.9999856172121516] 4270810000000
[0.45, -0.4, 1.1] [0.0, 0.0, 0.0, 1.0] [0.47668271080367225, -0.4080514471161299, 1.1085507750987105] [-0.0013944464428142058, -0.005128769768484968, -0.00040849696050541257, -0.999985792084074] 4270820000000
[0.45, -0.4, 1.1] [0.0, 0.0, 0.0, 1.0] [0.47668271080367225, -0.4080514471161299, 1.1085507750987105] [-0.0013944464428142058, -0.005128769768484968, -0.00040849696050541257, -0.999985792084074] 4270830000000
[0.45, -0.4, 1.1] [0.0, 0.0, 0.0, 1.0] [0.4765246040636146, -0.40800521858298583, 1.1085105880219728] [-0.0013886266299955887, -0.005096686934480967, -0.0004045167145811379, -0.9999859658338222] 4270840000000
[0.45, -0.4, 1.1] [0.0, 0.0, 0.0, 1.0] [0.4765246040636146, -0.40800521858298583, 1.1085105880219728] [-0.0013886266299955887, -0.005096686934480967, -0.0004045167145811379, -0.9999859658338222] 4270850000000
[0.45, -0.4, 1.1] [0.0, 0.0, 0.0, 1.0] [0.4763505196930277, -0.40795396595554406, 1.1084664600739542] [-0.001382232501853212, -0.005061417428084169, -0.0004003346782895448, -0.9999861555137026] 4270860000000
[0.45, -0.4, 1.1] [0.0, 0.0, 0.0, 1.0] [0.4763505196930277, -0.40795396595554406, 1.1084664600739542] [-0.001382232501853212, -0.005061417428084169, -0.0004003346782895448, -0.9999861555137026] 4270870000000
[0.45, -0.4, 1.1] [0.0, 0.0, 0.0, 1.0] [0.4763505196930277, -0.40795396595554406, 1.1084664600739542] [-0.001382232501853212, -0.005061417428084169, -0.0004003346782895448, -0.9999861555137026] 4270880000000
[0.45, -0.4, 1.1] [0.0, 0.0, 0.0, 1.0] [0.4763505196930277, -0.40795396595554406, 1.1084664600739542] [-0.001382232501853212, -0.005061417428084169, -0.0004003346782895448, -0.9999861555137026] 4270890000000
[0.45, -0.4, 1.1] [0.0, 0.0, 0.0, 1.0] [0.4763505196930277, -0.40795396595554406, 1.1084664600739542] [-0.001382232501853212, -0.005061417428084169, -0.0004003346782895448, -0.9999861555137026] 4270900000000
[0.45, -0.4, 1.1] [0.0, 0.0, 0.0, 1.0] [0.4763505196930277, -0.40795396595554406, 1.1084664600739542] [-0.001382232501853212, -0.005061417428084169, -0.0004003346782895448, -0.9999861555137026] 4270910000000
[0.45, -0.4, 1.1] [0.0, 0.0, 0.0, 1.0] [0.4761284013515108, -0.40788850367669616, 1.1084104172315319] [-0.0013741088845022887, -0.005016563436288991, -0.0003949285498267771, -0.9999863948812029] 4270920000000
[0.45, -0.4, 1.1] [0.0, 0.0, 0.0, 1.0] [0.4759693623413288, -0.4078416021967303, 1.1083704703550412] [-0.0013683169417163157, -0.004984549881674724, -0.00039099772533777305, -0.9999865644557446] 4270930000000
[0.45, -0.4, 1.1] [0.0, 0.0, 0.0, 1.0] [0.4759693623413288, -0.4078416021967303, 1.1083704703550412] [-0.0013683169417163157, -0.004984549881674724, -0.00039099772533777305, -0.9999865644557446] 4270940000000
[0.45, -0.4, 1.1] [0.0, 0.0, 0.0, 1.0] [0.4759693623413288, -0.4078416021967303, 1.1083704703550412] [-0.0013683169417163157, -0.004984549881674724, -0.00039099772533777305, -0.9999865644557446] 4270950000000
[0.45, -0.4, 1.1] [0.0, 0.0, 0.0, 1.0] [0.4759693623413288, -0.4078416021967303, 1.1083704703550412] [-0.0013683169417163157, -0.004984549881674724, -0.00039099772533777305, -0.9999865644557446] 4270960000000
[0.45, -0.4, 1.1] [0.0, 0.0, 0.0, 1.0] [0.4755707866255054, -0.4077234141924605, 1.1082709153633783] [-0.0013538777817012453, -0.004904614283127049, -0.0003813857820767347, -0.9999869830745655] 4270970000000
[0.45, -0.4, 1.1] [0.0, 0.0, 0.0, 1.0] [0.4755707866255054, -0.4077234141924605, 1.1082709153633783] [-0.0013538777817012453, -0.004904614283127049, -0.0003813857820767347, -0.9999869830745655] 4270980000000
[0.45, -0.4, 1.1] [0.0, 0.0, 0.0, 1.0] [0.4755707866255054, -0.4077234141924605, 1.1082709153633783] [-0.0013538777817012453, -0.004904614283127049, -0.0003813857820767347, -0.9999869830745655] 4270990000000
[0.45, -0.4, 1.1] [0.0, 0.0, 0.0, 1.0] [0.4755707866255054, -0.4077234141924605, 1.1082709153633783] [-0.0013538777817012453, -0.004904614283127049, -0.0003813857820767347, -0.9999869830745655] 4271000000000
[0.45, -0.4, 1.1] [0.0, 0.0, 0.0, 1.0] [0.47525073622711583, -0.40762820317935333, 1.1081916002201757] [-0.0013423722314627679, -0.004840774397493169, -0.00037364558392075087, -0.9999873125840163] 4271014000000
[0.45, -0.4, 1.1] [0.0, 0.0, 0.0, 1.0] [0.47525073622711583, -0.40762820317935333, 1.1081916002201757] [-0.0013423722314627679, -0.004840774397493169, -0.00037364558392075087, -0.9999873125840163] 4271020000000
[0.45, -0.4, 1.1] [0.0, 0.0, 0.0, 1.0] [0.47525073622711583, -0.40762820317935333, 1.1081916002201757] [-0.0013423722314627679, -0.004840774397493169, -0.00037364558392075087, -0.9999873125840163] 4271030000000
[0.45, -0.4, 1.1] [0.0, 0.0, 0.0, 1.0] [0.47525073622711583, -0.40762820317935333, 1.1081916002201757] [-0.0013423722314627679, -0.004840774397493169, -0.00037364558392075087, -0.9999873125840163] 4271040000000
[0.45, -0.4, 1.1] [0.0, 0.0, 0.0, 1.0] [0.47525073622711583, -0.40762820317935333, 1.1081916002201757] [-0.0013423722314627679, -0.004840774397493169, -0.00037364558392075087, -0.9999873125840163] 4271050000000
